i j Omegaij  Pij
183 188 0.006201 0.006862
183 190 0.347632 0.345677
183 578 0.157154 0.159885
183 205 0.137095 0.139338
184 14 0.095247 0.094944
184 48 0.232959 0.230903
184 53 0.121759 0.122071
184 61 0.100969 0.100429
184 75 0.171830 0.173750
184 116 0.136942 0.139514
184 144 0.152552 0.150803
184 145 0.160671 0.162119
184 148 0.242819 0.239601
184 151 0.265607 0.262248
184 160 0.142935 0.142398
184 182 0.028339 0.027136
184 183 0.065610 0.064270
184 370 0.181576 0.179213
184 558 0.225482 0.223912
184 299 0.195659 0.196637
184 741 0.099000 0.097182
184 415 0.195003 0.192105
184 572 0.125626 0.125945
184 328 0.163011 0.161794
184 353 0.195674 0.195720
184 363 0.260113 0.259281
184 388 0.317261 0.316177
184 735 0.290749 0.290601
184 766 0.139025 0.139458
184 568 0.057277 0.056835
184 330 0.005494 0.005167
184 577 0.317475 0.318479
184 266 0.152281 0.152427
184 189 0.099699 0.096223
185 14 0.177214 0.176386
185 18 0.258813 0.260402
185 26 0.108915 0.109193
185 73 0.591538 0.589753
185 75 0.323342 0.322791
185 579 0.408761 0.406336
185 602 0.094336 0.096581
185 548 0.362349 0.362997
185 710 0.399279 0.399505
185 767 0.458030 0.459820
185 428 0.540559 0.541128
185 638 0.271400 0.272173
185 637 0.438800 0.440250
185 413 0.365321 0.365926
186 14 0.189837 0.192778
186 53 0.249095 0.247858
186 75 0.351358 0.352790
186 182 0.056947 0.055098
186 465 0.568391 0.569872
186 566 0.245061 0.243256
186 765 0.532135 0.534326
186 395 0.552682 0.552133
186 588 0.042947 0.042606
187 14 0.195035 0.195715
187 768 0.488295 0.485971
187 659 0.620355 0.621746
187 454 0.106282 0.108497
187 587 0.458545 0.456751
187 769 0.638190 0.640281
187 653 0.462288 0.465337
187 466 0.038266 0.036616
187 770 0.334543 0.331268
187 561 0.038839 0.037942
187 771 0.275578 0.273541
187 662 0.085087 0.083219
187 577 0.656597 0.656505
188 14 0.271561 0.273923
188 53 0.352441 0.352186
188 75 0.495878 0.501287
188 92 0.716922 0.713037
188 98 0.555163 0.558822
188 182 0.080618 0.078290
188 183 0.188457 0.185425
188 453 0.891506 0.890918
188 190 0.609606 0.610197
188 772 0.587358 0.591450
188 463 0.607512 0.611452
188 622 0.502029 0.501071
188 601 0.676613 0.674516
188 621 0.437377 0.435065
188 577 0.922523 0.918846
188 773 0.569690 0.570907
189 14 0.262806 0.261230
189 75 0.479686 0.478059
189 160 0.389399 0.391797
189 182 0.075305 0.074663
189 184 0.620937 0.615790
189 566 0.332877 0.329631
189 565 0.427768 0.429187
189 572 0.347165 0.346526
190 14 0.243893 0.242414
190 40 0.302165 0.303465
190 44 0.182354 0.183077
190 49 0.295528 0.294360
190 53 0.311755 0.311675
190 92 0.632210 0.631018
190 182 0.069309 0.069285
190 183 0.163718 0.164096
190 188 0.011181 0.010720
190 453 0.788819 0.788438
190 463 0.543506 0.541118
190 315 0.673581 0.668814
190 621 0.385364 0.385021
191 15 0.031387 0.030209
191 57 0.030156 0.029046
191 697 0.186342 0.183056
191 774 0.190851 0.188720
191 775 0.255384 0.256952
191 247 0.213540 0.215918
191 502 0.012744 0.012261
191 445 0.062791 0.064601
191 205 0.078141 0.078955
191 287 0.156074 0.158358
191 223 0.128572 0.128290
191 322 0.272237 0.271497
192 15 0.100743 0.100067
192 84 0.880494 0.881698
192 87 0.922873 0.923248
192 362 0.709301 0.708306
192 327 0.693846 0.694437
192 360 0.250908 0.250665
192 591 0.591868 0.590476
192 221 0.421175 0.419189
192 214 0.659657 0.661791
192 593 0.531623 0.530016
192 400 0.897949 0.898576
192 195 0.938402 0.937278
192 774 0.627924 0.625138
192 517 0.710551 0.712261
192 599 0.486655 0.488434
192 600 0.132637 0.131770
192 598 0.572884 0.571610
192 211 0.412264 0.413131
192 445 0.211999 0.213994
192 218 0.814117 0.812526
192 203 0.509654 0.508316
193 15 0.052730 0.051401
193 29 0.126463 0.126207
193 40 0.186791 0.187294
193 55 0.444722 0.444808
193 73 0.503488 0.500243
193 79 0.022354 0.022947
193 115 0.371702 0.376594
193 127 0.437398 0.438158
193 129 0.348847 0.346523
193 704 0.094177 0.092607
193 195 0.481089 0.481443
193 209 0.014589 0.013231
193 292 0.335108 0.334821
193 262 0.419927 0.419778
193 648 0.421383 0.424889
193 324 0.033348 0.032566
193 438 0.035032 0.034096
193 360 0.127586 0.128757
193 389 0.290780 0.290569
193 316 0.136518 0.134331
193 203 0.263634 0.261102
193 399 0.129481 0.130270
193 776 0.387792 0.389371
194 15 0.066534 0.066427
194 693 0.160516 0.159818
194 777 0.385017 0.387174
194 254 0.567414 0.566832
194 674 0.302017 0.301208
194 488 0.079663 0.080902
194 670 0.021781 0.020464
195 15 0.041724 0.040298
195 22 0.368836 0.368672
195 29 0.099643 0.098946
195 55 0.351184 0.348729
195 73 0.390225 0.392190
195 76 0.012557 0.011969
195 100 0.209917 0.208703
195 104 0.173816 0.174365
195 106 0.358733 0.357479
195 127 0.344863 0.343516
195 134 0.295819 0.298450
195 161 0.066838 0.065425
195 175 0.371632 0.371023
195 192 0.129466 0.128463
195 193 0.109789 0.111313
195 268 0.379538 0.375416
195 332 0.133604 0.133667
195 236 0.211416 0.208673
195 677 0.099287 0.099231
195 598 0.231778 0.230193
195 219 0.037586 0.036688
195 778 0.178025 0.177084
195 273 0.178111 0.177541
195 200 0.200328 0.199087
195 389 0.230465 0.227806
195 196 0.087386 0.087819
195 203 0.203239 0.204704
195 779 0.361416 0.357847
195 262 0.330166 0.329106
195 316 0.105194 0.105315
195 472 0.238256 0.238358
195 288 0.028796 0.027130
195 471 0.007477 0.007580
195 211 0.166067 0.166372
195 326 0.201884 0.199484
195 206 0.226213 0.225404
195 690 0.183233 0.182305
195 776 0.305151 0.305267
195 438 0.027697 0.026731
195 213 0.108604 0.109713
195 780 0.355322 0.354724
195 445 0.085231 0.086178
195 360 0.102640 0.100946
195 209 0.010702 0.010373
195 363 0.320519 0.320327
195 694 0.037900 0.036701
195 217 0.135117 0.135273
196 15 0.028750 0.027769
196 77 0.004005 0.003884
196 161 0.045506 0.045085
196 175 0.256565 0.255672
196 180 0.009670 0.009347
196 195 0.257892 0.260101
196 203 0.142468 0.141061
196 326 0.136756 0.137464
196 781 0.060604 0.061643
196 219 0.026119 0.025282
196 389 0.157020 0.156981
196 288 0.019601 0.018695
196 779 0.248957 0.246592
196 211 0.114287 0.114647
197 15 0.063342 0.060689
197 84 0.533105 0.534734
197 87 0.555922 0.559933
197 104 0.258904 0.262595
197 115 0.444977 0.444646
197 161 0.099914 0.098531
197 175 0.558833 0.558762
197 774 0.377683 0.379135
197 511 0.466139 0.466868
197 221 0.258719 0.254231
197 204 0.374015 0.373125
197 214 0.404252 0.401364
197 628 0.134432 0.133369
197 326 0.301313 0.300424
197 206 0.338799 0.339459
197 400 0.547332 0.544970
197 583 0.577055 0.575002
197 646 0.580494 0.582119
197 440 0.325428 0.326875
197 211 0.249772 0.250557
197 593 0.320805 0.321445
197 203 0.308233 0.308285
197 694 0.055836 0.055271
197 205 0.157434 0.158619
197 782 0.429609 0.429595
197 779 0.538970 0.538918
197 697 0.368493 0.367757
197 218 0.494307 0.492783
197 641 0.124301 0.122550
198 15 0.064042 0.063726
198 126 0.118866 0.119865
198 783 0.342085 0.338200
198 784 0.550208 0.549268
198 288 0.042538 0.042903
198 686 0.604090 0.603838
198 724 0.163130 0.164673
198 285 0.012757 0.011350
198 362 0.451919 0.451072
198 785 0.350062 0.345075
198 214 0.421596 0.421449
198 220 0.456228 0.454856
198 779 0.564392 0.565886
198 215 0.404715 0.405041
198 648 0.521854 0.526773
198 217 0.212888 0.213916
199 15 0.092166 0.091796
199 29 0.226598 0.225391
199 104 0.396961 0.397189
199 106 0.815868 0.814306
199 128 0.888584 0.888647
199 218 0.746604 0.745362
199 640 0.554980 0.554387
199 644 0.235488 0.234396
199 595 0.486672 0.488909
199 645 0.666167 0.667800
199 641 0.186672 0.185364
199 786 0.713228 0.717703
199 642 0.075114 0.075430
199 270 0.100442 0.098153
199 646 0.881036 0.880488
199 544 0.783890 0.781612
199 469 0.687029 0.685191
199 332 0.302968 0.304481
199 691 0.090939 0.091779
199 787 0.222003 0.221746
199 616 0.519435 0.518782
199 283 0.000885 0.000909
199 258 0.457805 0.455338
199 204 0.561373 0.564373
200 15 0.067459 0.069978
200 29 0.172651 0.171821
200 48 0.494877 0.495368
200 54 0.258334 0.253576
200 55 0.607361 0.605570
200 78 0.183939 0.182985
200 81 0.663104 0.662346
200 91 0.554201 0.555321
200 103 0.130409 0.130253
200 104 0.303659 0.302786
200 115 0.512145 0.512702
200 127 0.598085 0.596517
200 195 0.656910 0.655446
200 257 0.667699 0.665394
200 334 0.216834 0.214076
200 232 0.134633 0.132341
200 649 0.258534 0.257012
200 201 0.341963 0.342921
200 205 0.181685 0.182897
200 360 0.173621 0.175292
200 437 0.102623 0.103216
200 290 0.214194 0.214765
200 273 0.309724 0.308300
200 292 0.457030 0.455832
200 217 0.236000 0.234902
200 324 0.045924 0.044336
200 473 0.376798 0.374637
200 335 0.659036 0.658137
201 15 0.066141 0.065742
201 30 0.195934 0.197864
201 48 0.466257 0.465379
201 55 0.569020 0.568910
201 104 0.284763 0.284456
201 200 0.326783 0.324787
201 257 0.626682 0.625112
201 334 0.202894 0.201116
201 250 0.632152 0.630032
201 398 0.160339 0.161395
201 347 0.610056 0.610371
201 585 0.277905 0.277227
201 213 0.179945 0.178983
201 320 0.575836 0.571492
201 473 0.354522 0.351957
202 15 0.089883 0.088761
202 22 0.812937 0.812039
202 39 0.237930 0.239043
202 61 0.274791 0.273288
202 104 0.383434 0.384059
202 290 0.275035 0.272412
202 502 0.037507 0.036027
202 370 0.490296 0.487674
202 415 0.522489 0.522756
202 572 0.340569 0.342720
202 331 0.255857 0.253978
202 262 0.722695 0.724892
202 788 0.179895 0.179080
202 205 0.233591 0.231989
202 322 0.797452 0.797726
203 15 0.093997 0.093616
203 80 0.042924 0.041702
203 87 0.863764 0.863731
203 104 0.405326 0.405068
203 115 0.684761 0.685893
203 192 0.299770 0.298432
203 193 0.262996 0.258591
203 195 0.877920 0.876856
203 196 0.207101 0.204011
203 197 0.746022 0.743326
203 232 0.180901 0.177045
203 271 0.674972 0.674354
203 334 0.286570 0.286390
203 377 0.585056 0.586719
203 389 0.530374 0.529215
203 216 0.390656 0.391121
203 789 0.520884 0.519737
203 292 0.610058 0.609812
203 204 0.578264 0.575568
203 360 0.234756 0.234506
203 250 0.896685 0.897170
203 210 0.042953 0.042636
203 209 0.024744 0.024098
203 437 0.142001 0.138082
203 208 0.650627 0.650448
203 273 0.411148 0.412444
203 206 0.528604 0.523636
203 593 0.496069 0.495848
203 790 0.504631 0.506432
203 215 0.597714 0.595024
203 262 0.763275 0.764546
203 212 0.913167 0.911094
203 290 0.288297 0.287313
203 217 0.317922 0.314252
203 445 0.199609 0.200199
203 502 0.037630 0.037998
203 213 0.254491 0.254873
203 327 0.646974 0.649670
203 471 0.018394 0.017610
204 15 0.070135 0.067555
204 84 0.597497 0.595231
204 104 0.292227 0.292303
204 115 0.494628 0.494951
204 117 0.612052 0.611420
204 129 0.455914 0.455429
204 197 0.536566 0.536395
204 199 0.633870 0.632093
204 203 0.344354 0.343162
204 400 0.606002 0.606625
204 445 0.143338 0.144467
204 216 0.282296 0.282239
204 211 0.277544 0.278903
204 218 0.548438 0.548533
204 207 0.448879 0.448071
204 593 0.358210 0.357812
204 647 0.132850 0.134421
204 791 0.609669 0.611757
204 221 0.281682 0.282993
204 210 0.030166 0.030767
204 335 0.636239 0.635350
204 782 0.481428 0.478197
204 389 0.380499 0.381890
204 215 0.430857 0.429378
204 206 0.379086 0.377864
204 288 0.044964 0.045480
204 290 0.208236 0.207330
204 209 0.017866 0.017389
204 697 0.408839 0.409363
204 273 0.295709 0.297626
204 214 0.443200 0.446773
205 15 0.018627 0.018075
205 20 0.131359 0.130646
205 48 0.126957 0.127951
205 57 0.018465 0.017379
205 73 0.177448 0.175909
205 104 0.079131 0.078208
205 106 0.160485 0.160340
205 115 0.134304 0.132428
205 127 0.155405 0.154077
205 147 0.167243 0.169085
205 183 0.036267 0.035614
205 191 0.139502 0.138847
205 197 0.142138 0.143517
205 200 0.090719 0.089296
205 202 0.124129 0.122231
205 694 0.017655 0.016461
205 213 0.049490 0.049209
205 262 0.149117 0.147614
205 209 0.005036 0.004653
205 321 0.048297 0.046718
205 214 0.118976 0.119537
205 221 0.074993 0.075717
205 445 0.038829 0.038653
205 438 0.012015 0.011990
205 326 0.089438 0.089474
205 399 0.046353 0.045809
205 212 0.174179 0.175908
205 360 0.046103 0.045277
206 15 0.044251 0.042714
206 55 0.370721 0.369639
206 127 0.367232 0.364114
206 195 0.400672 0.400084
206 197 0.341718 0.339158
206 203 0.217896 0.216978
206 204 0.263525 0.262615
206 212 0.416494 0.415705
206 389 0.243797 0.241465
206 472 0.253173 0.252651
206 211 0.177737 0.176348
206 363 0.340297 0.339534
206 628 0.093700 0.093868
206 215 0.271106 0.271492
206 697 0.258040 0.258836
206 326 0.213100 0.211445
207 15 0.048944 0.048062
207 126 0.091926 0.090401
207 204 0.297195 0.295490
207 467 0.324287 0.321242
207 791 0.435272 0.435231
207 218 0.389661 0.390251
207 211 0.200297 0.198424
207 445 0.104106 0.102780
207 273 0.209924 0.211745
207 647 0.096176 0.095633
207 342 0.133962 0.131783
207 595 0.257907 0.255980
208 15 0.059277 0.058645
208 203 0.297975 0.297901
208 403 0.109207 0.109732
208 214 0.390332 0.387845
208 595 0.311270 0.312346
208 217 0.200278 0.196859
209 15 0.012674 0.011713
209 20 0.085309 0.084663
209 40 0.043507 0.042680
209 55 0.099872 0.101362
209 104 0.051002 0.050681
209 115 0.085065 0.085818
209 193 0.032539 0.032354
209 195 0.110414 0.109711
209 203 0.060447 0.059500
209 204 0.075254 0.072014
209 205 0.028883 0.030614
209 403 0.023094 0.021917
209 671 0.015295 0.016231
209 675 0.053988 0.049813
209 424 0.073426 0.070272
209 232 0.024679 0.022152
209 273 0.051124 0.051604
209 438 0.008531 0.007770
209 445 0.027238 0.025049
209 321 0.031077 0.030275
209 360 0.029249 0.029341
209 399 0.029249 0.029686
209 213 0.031869 0.031889
209 697 0.070501 0.070978
209 641 0.024130 0.023653
210 15 0.000861 0.000101
210 29 0.000861 0.000248
210 203 0.000759 0.000513
210 204 0.000861 0.000621
210 577 0.000962 0.000986
210 211 0.000911 0.000417
210 218 0.000911 0.000820
210 400 0.001012 0.000907
210 288 0.001164 0.000068
210 697 0.001316 0.000612
210 791 0.001164 0.000914
210 679 0.001114 0.000961
210 780 0.001215 0.000889
210 214 0.000962 0.000668
211 15 0.006648 0.006666
211 55 0.059128 0.057684
211 84 0.060570 0.058733
211 192 0.020017 0.021249
211 195 0.061926 0.062435
211 196 0.014796 0.014526
211 197 0.051917 0.052927
211 204 0.042096 0.040982
211 206 0.039169 0.037285
211 207 0.043784 0.044212
211 210 0.003793 0.003036
211 792 0.018214 0.017096
211 221 0.027862 0.027923
211 400 0.059229 0.059857
211 559 0.053605 0.053143
211 218 0.055537 0.054125
211 214 0.044029 0.044084
211 212 0.064738 0.064873
211 697 0.039443 0.040393
211 440 0.036501 0.035902
211 793 0.004629 0.004943
211 327 0.048283 0.046259
211 791 0.062488 0.060363
211 215 0.042644 0.042368
211 471 0.002134 0.001254
211 794 0.018171 0.017158
211 326 0.032564 0.032997
212 15 0.044543 0.044132
212 48 0.315156 0.312406
212 55 0.381001 0.381906
212 104 0.192355 0.190954
212 115 0.324202 0.323338
212 132 0.106336 0.105293
212 135 0.379660 0.378479
212 203 0.223230 0.224179
212 205 0.116694 0.115345
212 206 0.247942 0.246848
212 211 0.181569 0.182200
212 365 0.302630 0.303473
212 676 0.317953 0.318498
212 285 0.007847 0.007860
212 792 0.115653 0.113185
212 471 0.009017 0.008301
212 436 0.022857 0.022714
212 283 0.001013 0.000437
212 363 0.350569 0.350801
212 795 0.413032 0.411722
212 796 0.197035 0.195559
212 306 0.005308 0.004895
212 473 0.233475 0.236267
213 15 0.086325 0.084316
213 20 0.613984 0.609438
213 55 0.730228 0.729647
213 104 0.367002 0.364825
213 115 0.617992 0.617752
213 136 0.078371 0.077631
213 195 0.791590 0.789742
213 201 0.418794 0.413184
213 203 0.427508 0.428303
213 205 0.222096 0.220371
213 209 0.020878 0.021703
213 687 0.672767 0.671734
213 691 0.084818 0.084301
213 242 0.608920 0.607788
213 428 0.753188 0.752923
213 292 0.550215 0.549229
213 360 0.210803 0.211209
213 437 0.124633 0.124364
213 262 0.688254 0.688590
213 502 0.034222 0.034223
213 649 0.309804 0.309672
213 273 0.373868 0.371469
214 15 0.022516 0.022316
214 84 0.195468 0.196631
214 115 0.161922 0.163504
214 192 0.072300 0.071141
214 197 0.176163 0.177195
214 198 0.215245 0.213013
214 204 0.139292 0.137204
214 205 0.058559 0.058327
214 208 0.154374 0.155054
214 210 0.011843 0.010164
214 211 0.092947 0.092134
214 591 0.132571 0.131684
214 288 0.015953 0.015024
214 218 0.182155 0.181205
214 215 0.142659 0.141842
214 362 0.157827 0.157962
214 220 0.157856 0.159287
214 779 0.199050 0.198169
214 641 0.045888 0.045064
214 785 0.121784 0.120843
214 221 0.093389 0.093485
214 400 0.198964 0.200395
214 697 0.135867 0.135231
214 217 0.076709 0.074912
214 517 0.156172 0.158844
214 593 0.118631 0.118201
215 15 0.044548 0.043925
215 104 0.190871 0.190059
215 198 0.419864 0.419271
215 203 0.230093 0.223128
215 204 0.271371 0.270058
215 206 0.247041 0.245691
215 211 0.183360 0.181346
215 214 0.291460 0.290496
215 779 0.393349 0.390054
215 598 0.251039 0.250911
215 218 0.357611 0.356662
215 288 0.028328 0.029572
215 389 0.249268 0.248309
215 438 0.029599 0.029137
215 220 0.315319 0.313523
215 641 0.088753 0.088699
215 785 0.238317 0.237853
215 217 0.146037 0.147448
215 695 0.065151 0.064783
215 797 0.289161 0.288194
216 15 0.050586 0.050586
216 104 0.217775 0.218881
216 106 0.450484 0.448744
216 127 0.431150 0.431216
216 203 0.259401 0.256965
216 204 0.312829 0.311012
216 544 0.429693 0.430727
216 774 0.319021 0.316021
216 242 0.364858 0.364649
216 500 0.231515 0.227399
216 220 0.362658 0.361069
216 292 0.327952 0.329516
216 793 0.037780 0.037513
217 15 0.094197 0.093916
217 29 0.232145 0.230596
217 103 0.175801 0.174809
217 104 0.404866 0.406362
217 153 0.490174 0.489804
217 195 0.880267 0.879658
217 198 0.895911 0.896439
217 200 0.464275 0.463977
217 203 0.478059 0.477067
217 208 0.651463 0.652527
217 214 0.621381 0.621107
217 215 0.597923 0.596925
217 798 0.801365 0.802750
217 577 0.917017 0.916975
217 362 0.663200 0.664763
217 779 0.833626 0.833970
217 598 0.535260 0.536470
217 273 0.414438 0.413763
217 628 0.205258 0.206387
217 334 0.288038 0.287306
217 531 0.095737 0.094868
217 438 0.062619 0.062298
217 639 0.357804 0.357831
218 15 0.006697 0.006772
218 68 0.058776 0.057535
218 84 0.060215 0.059672
218 87 0.063193 0.062484
218 126 0.012981 0.012739
218 192 0.022413 0.021589
218 197 0.053475 0.053774
218 199 0.063706 0.063367
218 204 0.041236 0.041638
218 207 0.044898 0.044919
218 210 0.004260 0.003084
218 211 0.028184 0.027960
218 214 0.045781 0.044789
218 215 0.044157 0.043045
218 400 0.061084 0.060814
218 724 0.017854 0.017500
218 697 0.041677 0.041039
218 694 0.007181 0.006168
218 471 0.001767 0.001274
218 591 0.040765 0.039963
218 649 0.024750 0.024873
218 791 0.062338 0.061329
218 799 0.061497 0.061728
218 221 0.029438 0.028370
218 594 0.065729 0.064889
218 695 0.009048 0.009988
218 691 0.006811 0.006771
218 800 0.013522 0.012988
218 288 0.004631 0.004559
218 789 0.038186 0.037599
219 15 0.038532 0.038465
219 175 0.346254 0.354141
219 195 0.352816 0.360277
219 196 0.081489 0.083823
219 389 0.216237 0.217441
219 801 0.344880 0.344983
220 15 0.050099 0.050792
220 198 0.486334 0.484815
220 214 0.336109 0.335909
220 215 0.320712 0.322831
220 216 0.213345 0.212203
220 554 0.442618 0.442946
220 598 0.293996 0.290135
220 785 0.276838 0.275037
220 362 0.354769 0.359519
220 779 0.451733 0.451030
220 288 0.034816 0.034195
220 646 0.488824 0.487186
221 15 0.046254 0.045454
221 84 0.400633 0.400498
221 192 0.146219 0.144899
221 197 0.360760 0.360911
221 204 0.276708 0.279458
221 205 0.117636 0.118800
221 211 0.187351 0.187659
221 214 0.301138 0.300609
221 218 0.369444 0.369078
221 591 0.269191 0.268215
221 741 0.136626 0.135425
221 802 0.302987 0.303926
221 803 0.214313 0.213242
221 593 0.241623 0.240752
